symbol,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,logo_url,address2,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,quoteSourceName,averageDailyVolume3Month,regularMarketTime,regularMarketChange,preMarketPrice,exchangeDataDelayedBy,postMarketChange,postMarketPrice,exchangeName,preMarketChange,regularMarketSource,marketState
DRI,32837,Consumer Cyclical,156883.0,"Darden Restaurants, Inc., through its subsidiaries, owns and operates full-service restaurants in the United States and Canada. As of May 30, 2021, it owned and operated 1,834 restaurants, which included 875 under the Olive Garden, 533 under the LongHorn Steakhouse, 170 under the Cheddar's Scratch Kitchen, 81 under the Yard House, 63 under The Capital Grille, 44 under the Seasons 52, 42 under the Bahama Breeze, and 26 under the Eddie V's Prime Seafood brands. The company was founded in 1968 and is based in Orlando, Florida.",Orlando,407 245 4000,FL,United States,[],http://www.darden.com,1,1000 Darden Center Drive,Restaurants,0.15128,0.10334,0.21301001,1166200064.0,0.51,0.110290006,1206400000.0,135.0,buy,1493500000.0,399262496.0,163.5,137.95,5.476,0.967,0.05407,26.0,161.71,212.465,0.3225,191.57,954300032.0,5847900160.0,7974700032.0,7.353,USD,61.121,0.587,2.1,NYQ,"Darden Restaurants, Inc.","Darden Restaurants, Inc.",America/New_York,EST,True,-18000000.0,EQUITY,finmb_336160,us_market,,3.017,,19.944,,,7.21,,130843000.0,,,,19.684,4365474.0,0.0336,,1622332800.0,0.92629,826800000.0,-1.703,,,7.0082297,0.0038800002,1685404800.0,,1630195200.0,3.94,1632960000.0,129197077.0,1.446233,24060250112.0,2,,1447113600.0,10000:8939,,,,5.396,2.263382,1635465600.0,0.69,,19.133148,,0.0378,4499989.0,,,,147.0,147.46,144.0822,0.0045578233,0.42200002,,140.815,,1062580.0,147.0,149.6428,0.67,147.46,,1062580.0,,,3.45,1633564800.0,,,136.47,USD,,1494007.0,,,,18049792000.0,,,1175863.0,136.47,137.71,800.0,1494007.0,164.28,,2.5,107.68,138.59,False,0.023,800.0,140.815,137.95,https://logo.clearbit.com/darden.com,,,,,,19cb3c7b-5f7b-3bfc-b2af-6a8d397bf76d,,,,,,,,,,,,
DVA,80202,Healthcare,67000.0,"DaVita Inc. provides kidney dialysis services for patients suffering from chronic kidney failure or end stage renal disease (ESRD). The company operates kidney dialysis centers and provides related lab services in outpatient dialysis centers. It also provides outpatient, hospital inpatient, and home-based hemodialysis services; owns clinical laboratories that provide routine laboratory tests for dialysis and other physician-prescribed laboratory tests for ESRD patients; and management and administrative services to outpatient dialysis centers. In addition, the company provides disease management services; vascular access services; clinical research programs; physician services; and comprehensive care services. As of December 31, 2020, it provided dialysis and administrative services in the United States through a network of 2,816 outpatient dialysis centers serving approximately 204,200 patients; and operated 321 outpatient dialysis centers located in 10 countries outside of the United States serving approximately 36,700 patients. Further, the company provides acute inpatient dialysis services in approximately 900 hospitals and related laboratory services in the United States. The company was formerly known as DaVita HealthCare Partners Inc. and changed its name to DaVita Inc. in September 2016. DaVita Inc. was incorporated in 1994 and is headquartered in Denver, Colorado.",Denver,720 631 2100,CO,United States,[],http://www.davita.com,1,2000 16th Street,Medical Care Facilities,0.21018,0.08331,0.31183,1885785984.0,0.005,0.15255,2433944064.0,113.0,hold,3561991000.0,797304384.0,132.0,94.5,0.844,1.625,0.06367,8.0,142.88,437.564,0.41874,207.0,1072432000.0,12042497024.0,11580151808.0,10.524,USD,107.349,1.508,3.0,NYQ,DaVita Inc.,DaVita Inc.,America/New_York,EST,True,-18000000.0,EQUITY,finmb_35644,us_market,,1.983,,9.436,,,9.6,,106200000.0,,,,11.656,2487894.0,0.024400001,,1609372800.0,0.90102,984382976.0,6.469,,,8.107412,0.0305,1672444800.0,,1632960000.0,3.1,1634256000.0,98814468.0,1.190649,22966595584.0,2,,1378684800.0,2:1,,,,0.637,0.8666467,1636934400.0,0.84,,9.84375,,0.038,2957483.0,,,,100.59,100.57,116.53715,,0.0,,97.365,,993970.0,100.59,110.5622,,100.57,,993970.0,,,,,,,94.38,USD,14.608131,1534921.0,,,,10035900416.0,,,779246.0,94.38,95.56,900.0,1534921.0,136.48,,,94.38,95.52,False,,900.0,97.365,94.5,https://logo.clearbit.com/davita.com,,,,,,9a98f945-67ed-31a1-b380-e8d4ee6cc270,,,,,,,,,,,,
DE,61265,Industrials,69634.0,"Deere & Company, together with its subsidiaries, manufactures and distributes various equipment worldwide. The company operates through three segments: Agriculture and Turf, Construction and Forestry, and Financial Services. The Agriculture and Turf segment provides various agriculture and turf equipment, and related service parts, including large, medium, and utility tractors; tractor loaders; combines, cotton pickers, cotton strippers, and sugarcane harvesters; harvesting front-end equipment; sugarcane loaders and pull-behind scrapers; tillage, seeding, and application equipment comprising sprayers, nutrient management, and soil preparation machinery; self-propelled forage harvesters and attachments, balers, and mowers; riding lawn equipment, golf course equipment, utility vehicles, and commercial mowing equipment along with associated implements; integrated agricultural solutions and precision technologies; and other outdoor power products. The Construction and Forestry segment offers a range of machines and service parts used in construction, earthmoving, road building, material handling, and timber harvesting, including backhoe loaders; crawler dozers and loaders; four-wheel-drive loaders; excavators; motor graders; articulated dump trucks; landscape loaders; skid-steer loaders; milling machines; recyclers; slipform pavers; surface miners; asphalt pavers; compactors; tandem and static rollers; mobile crushers and screens; mobile and stationary asphalt plants; log skidders; feller bunchers; log loaders; log forwarders; and log harvesters and related logging attachments. The Financial Services segment finances sales and leases agriculture and turf, and construction and forestry equipment. It also offers wholesale financing to dealers of the foregoing equipment; and extended equipment warranties, as well as finances retail revolving charge accounts. Deere & Company was founded in 1837 and is headquartered in Moline, Illinois.",Moline,309-765-8000,IL,United States,[],http://www.deere.com,1,One John Deere Place,Farm & Heavy Construction Machinery,0.20862,0.12825,0.28652,7740000256.0,0.289,0.18841,8846000128.0,265.0,buy,8955000000.0,2074749952.0,422.0,345.54,1.07,2.229,0.06322,20.0,411.48,307.316,0.38009998,480.0,7032000000.0,48349999104.0,42402000896.0,22.679,USD,135.545,1.98,2.2,NYQ,Deere & Company,Deere & Company,America/New_York,EST,True,-18000000.0,EQUITY,finmb_266112,us_market,,3.54,,16.969,,,20.82,,311942016.0,,,,48.381,2700214.0,0.0087,,1604188800.0,0.78822,5438000128.0,14.504,,,7.14206,0.00133,1667260800.0,,1627776000.0,1.53,1628812800.0,282847382.0,1.069868,150111272960.0,2,,1196726400.0,2:1,,,,1.055,2.5420604,1631664000.0,0.49,,16.596542,,0.0097,2890833.0,,,,353.52,364.48,358.15314,0.008995248,0.1925,,352.138,,2083550.0,353.52,346.7508,3.18,364.48,,2083550.0,,,4.2,1632873600.0,,,341.845,USD,23.823774,3680356.0,,,,107788443648.0,,,1757426.0,341.845,349.75,1000.0,3680356.0,400.34,,1.72,250.54,345.55,False,0.012,1100.0,352.138,345.54,https://logo.clearbit.com/deere.com,,,,,,3a52f3c2-2ed6-3cde-9bf6-96a6c02c9e73,,,,,,,,,,,,
DAL,30320-6001,Industrials,74000.0,"Delta Air Lines, Inc. provides scheduled air transportation for passengers and cargo in the United States and internationally. The company operates through two segments, Airline and Refinery. Its domestic network centered on core hubs in Atlanta, Minneapolis-St. Paul, Detroit, and Salt Lake City, as well as coastal hub positions in Boston, Los Angeles, New York-LaGuardia, New York-JFK, and Seattle; and international network centered on hubs and market presence in Amsterdam, London-Heathrow, Mexico City, Paris-Charles de Gaulle, and Seoul-Incheon. The company sells its tickets through various distribution channels, including delta.com and the Fly Delta app, reservations, online travel agencies, traditional brick and mortar, and other agencies. It also provides aircraft maintenance, repair, and overhaul services; and vacation packages to third-party consumers, as well as aircraft charters, and management and programs. The company operates through a fleet of approximately 1,100 aircraft. Delta Air Lines, Inc. was founded in 1924 and is based in Atlanta, Georgia.",Atlanta,404 715 2600,GA,United States,[],http://www.delta.com,1,PO Box 20706,Airlines,-0.10606,-0.00275,-0.01791,1422000000.0,1.99,-0.17437,-2588000000.0,45.0,buy,-3905000000.0,-748249984.0,55.0,36.2,,0.835,-0.03502,19.0,55.58,1354.451,-0.02247,73.0,13201999872.0,35297001472.0,24401999872.0,20.699,USD,38.368,0.735,2.0,NYQ,"Delta Air Lines, Inc.","Delta Air Lines, Inc.",America/New_York,EST,True,-18000000.0,EQUITY,finmb_266311,us_market,,1.962,,-18.499,,,4.08,,639646976.0,,,,0.756,22003864.0,0.0344,,1609372800.0,0.65592,-67000000.0,-20.507,,,47.8836,0.00331,1672444800.0,,1632960000.0,1.78,1631664000.0,635162936.0,1.350793,47874756608.0,2,,,,,,,,0.94890666,1634256000.0,0.49,,8.872549,,0.038399998,17089733.0,,,,40.71,40.75,43.7654,7.369197e-05,0.0,,36.29,,14361030.0,40.71,41.5612,0.003,40.75,,14361030.0,,,,1582070400.0,,,35.2199,USD,,19859606.0,,,,23155220480.0,,,11692853.0,35.2199,36.25,4000.0,19859606.0,52.28,,,34.6,36.24,False,,1000.0,36.29,36.2,https://logo.clearbit.com/delta.com,,,,,,e40ac152-3f13-3ca7-b78b-5f3b421c37a0,,,,,,,,,,,,
XRAY,28277-3607,Healthcare,15000.0,"DENTSPLY SIRONA Inc. designs, develops, manufactures, distributes, and sells various dental products and technologies primarily for professional dental market worldwide. The company operates in two segments, Technologies & Equipment; and Consumables. Its dental supplies include endodontic instruments and materials, dental anesthetics, prophylaxis pastes, dental sealants, impression and restorative materials, tooth whiteners, and topical fluoride products; and small equipment products comprise intraoral curing light systems, dental diagnostic systems, and ultrasonic scalers and polishers. The company also offers dental laboratory products, such as dental prosthetics that include artificial teeth, precious metal dental alloys, dental ceramics, and crown and bridge materials; and laboratory-based CAD/CAM milling systems, amalgamators, mixing machines, and porcelain furnaces. In addition, it provides dental technology products, including dental implants and related scanning equipment, and treatment software; orthodontic clear aligners and appliances for dental practitioners and specialist; and dental equipment, such as treatment centers, imaging equipment, dental handpieces, and computer aided design and machining systems for dental practitioners. Further, the company offers healthcare consumable products, such as urology catheters, medical drills, and other non-medical products. It markets and sells dental products through distributors, dealers, and importers; dental hygienists, assistants, laboratories, and schools; and urology products directly to patients, as well as through distributors to urologists, continence care nurses, general practitioners, and direct-to-patients. The company was formerly known as DENTSPLY International Inc. and changed its name to DENTSPLY SIRONA Inc. in February 2016. DENTSPLY SIRONA Inc. was founded in 1899 and is headquartered in Charlotte, North Carolina.",Charlotte,844 848 0137,NC,United States,[],http://www.dentsplysirona.com,1,13320-B Ballantyne Corporate Place,Medical Instruments & Supplies,0.19570999,0.049790002,0.51845,694000000.0,0.175,0.101569995,684000000.0,64.0,buy,1701000000.0,698300032.0,74.5,48.74,,1.399,0.025810001,12.0,73.17,48.195,0.036170002,79.0,318000000.0,2376000000.0,3495000064.0,1.457,USD,15.983,0.793,2.0,NMS,DENTSPLY SIRONA Inc.,DENTSPLY SIRONA Inc.,America/New_York,EST,True,-18000000.0,EQUITY,finmb_27504,us_market,,4.671,,23.868,,,3.21,,218318000.0,,,,22.58,2276273.0,0.0104,,1609372800.0,0.97051,174000000.0,0.787,,,2.1585474,0.00327,1672444800.0,,1617148800.0,2.07,1623715200.0,217477596.0,0.930359,16325906432.0,2,,1153180800.0,2:1,,,,,3.0445833,1626307200.0,0.82,,15.183801,,0.0117,3176882.0,,,,54.19,54.19,61.41945,0.007381436,0.5128,,54.35,,1833770.0,54.19,56.5856,0.4,54.19,,1833770.0,,,0.44,1624492800.0,,,53.36,USD,61.93139,4941912.0,,,,10640819200.0,,,1345688.0,53.36,49.18,800.0,4941912.0,69.54,,0.69,48.56,49.0,False,0.0067000003,900.0,54.35,48.74,https://logo.clearbit.com/dentsplysirona.com,,,,,,b120cb46-16a2-3b25-a348-9a0c7d1d483b,,,,,,,,,,,,
DVN,73102-5015,Energy,1400.0,"Devon Energy Corporation, an independent energy company, primarily engages in the exploration, development, and production of oil, natural gas, and natural gas liquids in the United States. It operates approximately 3,942 gross wells. Devon Energy Corporation was founded in 1971 and is headquartered in Oklahoma City, Oklahoma.",Oklahoma City,405 235 3611,OK,United States,[],http://www.devonenergy.com,1,333 West Sheridan Avenue,Oil & Gas E&P,0.33679,0.11572,0.53251,3660000000.0,2.141,0.42341,3507000064.0,32.0,buy,1557000000.0,1477624960.0,51.0,42.06,,1.206,0.17561,32.0,50.34,74.782,0.20444,65.0,2144000000.0,6776000000.0,10412999680.0,3.167,USD,17.582,1.067,1.8,NYQ,Devon Energy Corporation,Devon Energy Corporation,America/New_York,EST,False,-18000000.0,EQUITY,finmb_266510,us_market,,3.313,,9.838,2.137143,,5.29,,677000000.0,,,,13.182,17245205.0,0.0255,,1609372800.0,0.90124,1218000000.0,2.014,0.49,0.27108085,3.1907146,0.00843,1672444800.0,,1632960000.0,1.85,1634256000.0,672491180.0,3.121038,34502840320.0,2,,1100563200.0,2:1,,1631232000.0,,,2.7345264,1636934400.0,0.52,,7.950851,,0.0256,20973366.0,,,,43.92,42.79,29.294,0.0100182155,0.2514,,43.86,,10562010.0,43.92,39.7102,0.44,42.79,,10562010.0,,,0.44,1639008000.0,,,41.52,USD,20.883814,17129678.0,,,,28474621952.0,,,11365598.0,41.52,42.15,1100.0,17129678.0,45.56,,1.53,13.78,42.15,False,0.01,1000.0,43.86,42.06,https://logo.clearbit.com/devonenergy.com,,,,,,,,,,,,,,,,,,
DXCM,92121,Healthcare,5500.0,"DexCom, Inc., a medical device company, focuses on the design, development, and commercialization of continuous glucose monitoring (CGM) systems in the United States and internationally. The company offers its systems for use by people with diabetes, as well as for use by healthcare providers. Its products include DexCom G6, an integrated CGM system for diabetes management; Dexcom G7, a next generation G7 CGM system; and Dexcom Share, a remote monitoring system. DexCom, Inc. has a collaboration and license agreement with Verily Life Sciences LLC and Verily Ireland Limited to develop next-generation CGM products. The company markets its products directly to endocrinologists, physicians, and diabetes educators. DexCom, Inc. was founded in 1999 and is headquartered in San Diego, California.",San Diego,858 200 0200,CA,United States,[],http://www.dexcom.com,1,6340 Sequence Drive,Medical Devices,0.19278,0.22823,0.69291,508700000.0,0.298,0.15919,447100000.0,575.0,buy,1280100000.0,-89262496.0,630.0,562.59,-0.027,4.975,0.05361,17.0,638.88,88.175,0.29119,750.0,2697900032.0,1883500032.0,2319200000.0,27.836,USD,24.033,4.391,1.8,NMS,"DexCom, Inc.","DexCom, Inc.",America/New_York,EST,False,-18000000.0,EQUITY,finmb_114039,us_market,,23.512,,121.962,0.74237156,,3.63,,96922000.0,,,,22.044,3650248.0,0.0377,,1609372800.0,0.98467004,529300000.0,5.302,,0.27108085,25.52123,0.00439,1672444800.0,,1632960000.0,6.94,1634256000.0,96387994.0,0.727272,54529052672.0,2,,,,,,,-0.018,23.511274,1636934400.0,11.02,,154.98347,,0.0424,3477040.0,,,,571.01,572.0,462.7614,,0.0,,580.35,,703020.0,571.01,582.6898,,572.0,,703020.0,,,,,,,560.63,USD,106.10902,1321729.0,,,,54527348736.0,,,554222.0,560.63,562.59,1200.0,1321729.0,659.45,,,318.45,562.28,False,,1000.0,580.35,562.59,https://logo.clearbit.com/dexcom.com,,,,,,,,,,,,,,,,,,
FANG,79701,Energy,732.0,"Diamondback Energy, Inc., an independent oil and natural gas company, focuses on the acquisition, development, exploration, and exploitation of unconventional and onshore oil and natural gas reserves in the Permian Basin in West Texas. It primarily focuses on the development of the Spraberry and Wolfcamp formations of the Midland basin; and the Wolfcamp and Bone Spring formations of the Delaware basin, which are part of the Permian Basin in West Texas and New Mexico. As of December 31, 2020, the company's total acreage position was approximately 449,642 gross acres in the Permian Basin; and estimated proved oil and natural gas reserves were 1,316,441 thousand barrels of crude oil equivalent. It also held working interests in 4,326 gross producing wells, as well as royalty interests in 4,553 additional wells. In addition, the company owns mineral interests approximately 787,264 gross acres and 24,350 net royalty acres in the Permian Basin and Eagle Ford Shale; and owns, operates, develops, and acquires midstream infrastructure assets, including 927 miles of crude oil gathering pipelines, natural gas gathering pipelines, and an integrated water system in the Midland and Delaware Basins of the Permian Basin. Diamondback Energy, Inc. was founded in 2007 and is headquartered in Midland, Texas.",Midland,432 221 7400,TX,United States,[],http://www.diamondbackenergy.com,1,500 West Texas Avenue,Oil & Gas E&P,0.57374,0.08392,0.84948,3180000000.0,1.652,0.34063,3015000064.0,70.0,buy,2001000000.0,1030000000.0,134.5,106.73,,0.733,0.054050002,34.0,132.5,56.102,0.04062,165.0,457000000.0,6968999936.0,5255000064.0,2.522,USD,30.716,0.635,1.9,NMS,"Diamondback Energy, Inc. - Comm","Diamondback Energy, Inc.",America/New_York,EST,False,-18000000.0,EQUITY,finmb_170245760,us_market,,5.208,,9.077,1.7585948,,17.19,,181175008.0,,,,63.515,4754928.0,0.026199998,,1609372800.0,0.88732004,441000000.0,2.561,0.5,0.27108085,1.6803905,0.0050700004,1672444800.0,,1632960000.0,2.03,1634256000.0,169621048.0,2.561038,27367518208.0,2,,,,,1636416000.0,,,3.679697,1636934400.0,0.17,,6.2088423,,0.0295,5508232.0,,,,109.93,106.13,86.07165,0.015919222,0.8125,,111.23,,2791590.0,109.93,105.4466,1.75,106.13,,2791590.0,,,2.0,1636502400.0,,,105.91,USD,41.675125,15325804.0,,,,19336808448.0,,,2662550.0,105.91,107.55,1100.0,15325804.0,117.71,,,39.3,107.05,False,0.0182,1300.0,111.23,106.73,https://logo.clearbit.com/diamondbackenergy.com,Suite 1200,,,,,,,,,,,,,,,,,
DLR,78735,Real Estate,2878.0,"Digital Realty supports the world's leading enterprises and service providers by delivering the full spectrum of data center, colocation and interconnection solutions. PlatformDIGITALR, the company's global data center platform, provides customers a trusted foundation and proven Pervasive Datacenter Architecture PDxTM solution methodology for scaling digital business and efficiently managing data gravity challenges. Digital Realty's global data center footprint gives customers access to the connected communities that matter to them with more than 284 facilities in 48 metros across 23 countries on six continents.",Austin,737-281-0101,TX,United States,[],http://www.digitalrealty.com,1,5707 Southwest Parkway,REIT—Office,0.50139,0.15831,0.60754,1776092032.0,0.085,0.18434,2214340096.0,148.0,buy,2331864000.0,984729344.0,175.0,167.74,,0.766,0.01428,23.0,170.17,87.777,0.03954,187.0,116002000.0,15630770176.0,4416374784.0,0.409,USD,15.685,0.76,2.1,NYQ,"Digital Realty Trust, Inc.","Digital Realty Trust, Inc.",America/New_York,EST,False,-18000000.0,EQUITY,finmb_11041860,us_market,,14.646,,29.21,0.24909341,,1.55,,283787008.0,,,,58.279,9458240.0,0.033299997,,1609372800.0,1.00137,668046016.0,2.371,1.16,0.27108085,2.878224,0.00149,1672444800.0,,1632960000.0,8.17,1634256000.0,283236908.0,0.221818,64680103936.0,2,,,,,1631577600.0,,,10.778622,1636934400.0,2.77,,108.21936,,0.039300002,10020572.0,,,,168.79,167.98,151.27225,0.0272528,1.9492,,169.82,,1308640.0,168.79,154.2206,4.6,167.98,,1308640.0,,,4.64,1639440000.0,,,166.95,USD,70.74652,2496360.0,,,,47602434048.0,,,1376114.0,166.95,175.0,800.0,2496360.0,169.97,,3.29,124.65,168.1,False,0.0275,1100.0,169.82,167.74,https://logo.clearbit.com/digitalrealty.com,"Building 1, Suite 275",,,,,,,,,,,,,,,,,
DFS,60015,Financial Services,17600.0,"Discover Financial Services, through its subsidiaries, operates as a digital banking and payment services company in the United States. It operates in two segments, Digital Banking and Payment Services. The Digital Banking segment offers Discover-branded credit cards to individuals; and other consumer products and services, including private student loans, personal loans, home loans, and other consumer lending, as well as deposit products, such as certificates of deposit, money market accounts, IRA certificates of deposit, IRA savings accounts, checking accounts, and sweep accounts. The Payment Services segment operates the PULSE network, an automated teller machine, debit, and electronic funds transfer network; Diners Club International, a payments network that issues Diners Club branded charge cards and/or provides card acceptance services; and Discover Network that processes transactions for Discover-branded credit and debit cards, as well as offers payment transaction processing and settlement services. Discover has strategic network alliance agreement with Arab Financial Services. The company was incorporated in 1960 and is based in Riverwoods, Illinois.",Riverwoods,224 405 0900,IL,United States,[],http://www.discover.com,1,2500 Lake Cook Road,Credit Services,0.0,0.45095003,0.95013,6310000128.0,0.32,0.6011,,122.0,buy,5414000000.0,,141.5,107.85,0.445,1.256,0.04449,18.0,140.78,139.606,0.44065,160.0,12716999680.0,18516000768.0,11489000448.0,43.392,USD,37.793,1.255,2.1,NYQ,Discover Financial Services,Discover Financial Services,America/New_York,EST,False,-18000000.0,EQUITY,finmb_3695566,us_market,,3.487,,,0.413849,,13.36,,293076000.0,,,,41.413,5396389.0,0.0184,,1609372800.0,0.87083,5084000256.0,16.724,0.5,0.27108085,2.6042547,0.0053899996,1672444800.0,,1632960000.0,2.78,1634256000.0,291622098.0,1.712727,40066342912.0,2,,,,,1637625600.0,,0.415,2.7511747,1636934400.0,0.12,,8.072605,,0.0209,5932573.0,,,,113.32,111.45,115.92045,0.016060714,0.1086,,111.98,,1631940.0,113.32,121.8928,1.82,111.45,,1631940.0,,,2.0,1637625600.0,,,107.27,USD,6.448816,3483400.0,,,,31608246272.0,,,1736607.0,107.27,108.78,900.0,3483400.0,135.69,,2.13,78.21,108.2,False,0.0176,1100.0,111.98,107.85,https://logo.clearbit.com/discover.com,,,,,,,,,,,,,,,,,,
DISCA,10003,Communication Services,9800.0,"Discovery, Inc., a media company, provides content across various distribution platforms in approximately 50 languages worldwide. It operates in two segments, U.S. Networks and International Networks. The company owns and operates various television networks under the Discovery Channel, HGTV, Food Network, TLC, Animal Planet, Investigation Discovery, Travel Channel, Science, MotorTrend, Discovery en EspaÃ±ol, Discovery Familia, Eurosport, TVN, Discovery Kids, Discovery Family, American Heroes Channel, Destination America, Discovery Life, DIY Network, Cooking Channel, Great American Country, ID, the Oprah Winfrey Network, Eurosport, DMAX, and Discovery Home & Health brands, as well as other regional television networks. Its content spans genres, including survival, natural history, exploration, sports, general entertainment, home, food, travel, heroes, adventure, crime and investigation, health, and kids. The company also operates production studios that develop and produce content; and digital products and Websites. It provides content through various distribution platforms comprising pay-television, free-to-air and broadcast television, authenticated GO applications, digital distribution arrangements, content licensing agreements, and direct-to-consumer subscriptions, as well as various platforms that include brand-aligned Websites, online streaming, mobile devices, video on demand, and broadband channels. The company was founded in 1985 and is headquartered in New York, New York.",New York,240 662 2000,NY,United States,[],http://corporate.discovery.com,1,230 Park Avenue South,Entertainment,0.29882,0.10421,0.60984004,2467000064.0,0.23,0.18099001,3552999936.0,26.0,hold,6859000000.0,6457375232.0,36.0,23.27,-0.453,1.996,0.0397,19.0,37.95,110.404,0.11196,61.0,3520000000.0,14791999488.0,11889999872.0,5.372,USD,20.428,1.794,2.6,NMS,"Discovery, Inc. - Series A","Discovery, Inc.",America/New_York,EST,False,-18000000.0,EQUITY,finmb_22666093,us_market,,2.453,,8.21,-0.11163294,,3.2,,169207008.0,,,,17.714,31864845.0,0.063,,1609372800.0,1.02863,1108999936.0,1.495,,0.27108085,1.3136503,0.02547,1672444800.0,,1632960000.0,4.88,1634256000.0,464012341.0,1.323636,29170130944.0,2,,1407369600.0,1957:1000,,,,-0.48,0.98383176,1636934400.0,2.51,,7.271875,,0.19559999,28414234.0,505865984.0,,,24.59,24.3,34.75115,,0.0,,24.32,,5397860.0,24.59,25.6308,,24.3,,5397860.0,,,,,,,22.67,USD,15.565218,11468107.0,,,,11697759232.0,,,5934279.0,22.67,23.28,1300.0,11468107.0,78.14,,,22.67,23.3,False,,2200.0,24.32,23.27,https://logo.clearbit.com/corporate.discovery.com,,,,,,,,,,,,,,,,,,
DISCK,10003,Communication Services,9800.0,"Discovery, Inc., a media company, provides content across various distribution platforms in approximately 50 languages worldwide. It operates in two segments, U.S. Networks and International Networks. The company owns and operates various television networks under the Discovery Channel, HGTV, Food Network, TLC, Animal Planet, Investigation Discovery, Travel Channel, Science, MotorTrend, Discovery en EspaÃ±ol, Discovery Familia, Eurosport, TVN, Discovery Kids, Discovery Family, American Heroes Channel, Destination America, Discovery Life, DIY Network, Cooking Channel, Great American Country, ID, the Oprah Winfrey Network, Eurosport, DMAX, and Discovery Home & Health brands, as well as other regional television networks. Its content spans genres, including survival, natural history, exploration, sports, general entertainment, home, food, travel, heroes, adventure, crime and investigation, health, and kids. The company also operates production studios that develop and produce content; and digital products and Websites. It provides content through various distribution platforms comprising pay-television, free-to-air and broadcast television, authenticated GO applications, digital distribution arrangements, content licensing agreements, and direct-to-consumer subscriptions, as well as various platforms that include brand-aligned Websites, online streaming, mobile devices, video on demand, and broadband channels. The company was founded in 1985 and is headquartered in New York, New York.",New York,240 662 2000,NY,United States,[],http://corporate.discovery.com,1,230 Park Avenue South,Entertainment,0.29882,0.10421,0.60984004,2467000064.0,0.23,0.18099001,3552999936.0,27.0,hold,6859000000.0,6457375232.0,36.0,22.71,-0.453,1.996,0.0397,3.0,33.67,110.404,0.11196,38.0,3520000000.0,14791999488.0,11889999872.0,5.372,USD,20.428,1.794,3.0,NMS,"Discovery, Inc. - Series C","Discovery, Inc.",America/New_York,EST,False,-18000000.0,EQUITY,finmb_22666093,us_market,,2.424,,8.11,-0.024736404,,3.19,,330145984.0,,,,17.714,8808424.0,0.0174,,1609372800.0,0.87016,1108999936.0,1.495,,0.27108085,1.2820367,0.04719,1672444800.0,,1632960000.0,2.82,1634256000.0,464012341.0,1.323636,28816326656.0,2,,1407369600.0,2:1,,,,-0.48,0.9817137,1636934400.0,0.44,,7.119122,,0.0313,12972327.0,505865984.0,,,24.05,23.9,31.5043,,0.0,,23.9,,3987760.0,24.05,24.7756,,23.9,,3987760.0,,,,,,,22.14,USD,15.190635,6910260.0,,,,11672576000.0,,,3405396.0,22.14,22.89,3100.0,6910260.0,66.7,,,22.14,22.71,False,,2200.0,23.9,22.71,https://logo.clearbit.com/corporate.discovery.com,,,,,,,,,,,,,,,,,,
